"","month","year","temp_mean","temp_max","temp_min"
"326",9,1993,30.9191666666667,38.0333333333333,24.4433333333333
"327",9,1994,30.5511523662162,37.54,24.7733333333333
"328",9,1995,31.9108444444444,38.2133333333333,25.98
"329",9,1996,28.9511911194382,34.89,23.6233333333333
"330",9,1997,32.1156621480869,38.17,26.7866666666667
"331",9,1998,31.110978398344,37.55,25.24
"332",9,1999,30.6603272428295,37.38,25.0166666666667
"333",9,2000,32.4393740497476,38.9,26.4033333333333
"334",9,2001,33.4424621419449,40.0266666666667,26.8533333333333
"335",9,2002,32.0969051010718,38.3466666666667,26.2366666666667
"336",9,2003,32.6037566137566,39.1966666666667,26.7833333333333
"337",9,2004,31.1828703703704,37.6333333333333,25.01
"338",9,2005,31.9194181250848,38.02,25.69
"339",9,2006,29.851006160333,36.0666666666667,24.18
"340",9,2007,32.3075365459823,38.14,26.6666666666667
"341",9,2008,32.059491155296,38.0933333333333,26.3
"342",9,2009,32.3171180651843,38.8933333333333,26.3066666666667
"343",9,2010,33.1492641625616,39.9133333333333,26.4933333333333
"344",9,2011,32.7762253209033,39.3566666666667,26.93
"345",9,2012,31.4300438405989,37.6366666666667,25.9833333333333
"346",9,2013,31.6412808382035,37.6933333333333,26.0533333333333
"347",9,2014,31.5072857486429,37.3533333333333,26.4
"348",9,2015,31.9370094045776,38.1666666666667,26.84
"349",9,2016,30.4908698400459,36.8566666666667,24.83
"350",9,2017,31.0458880678708,37.4166666666667,24.9933333333333
"351",9,2018,33.4401806914882,39.5733333333333,27.2266666666667
"352",10,1980,24.4838010752688,32.2806451612903,17.3806451612903
"353",10,1981,23.3739032258065,30.5903225806452,16.8258064516129
"354",10,1982,23.065188172043,31.1387096774194,15.4161290322581
"355",10,1983,24.7034946236559,31.0741935483871,19.5387096774194
"356",10,1984,22.1829301075269,28.7645161290323,16.4161290322581
"357",10,1985,23.6848817204301,30.6387096774194,18.1225806451613
"358",10,1986,23.2271505376344,30.3741935483871,17.3870967741935
"359",10,1987,26.9125,33.6709677419355,20.9290322580645
"360",10,1988,27.6090053763441,34.6612903225806,21.5387096774194
"361",10,1989,24.9100806451613,32.2838709677419,18.6516129032258
"362",10,1990,25.6102150537634,33.0774193548387,18.9838709677419
"363",10,1991,26.6602150537634,33.6322580645161,20.3225806451613
"364",10,1992,26.2729838709677,33.4516129032258,19.8838709677419
"365",10,1993,24.5010752688172,31.1612903225806,18.9290322580645
"366",10,1994,22.7884095796676,29.6032258064516,16.6387096774194
"367",10,1995,24.4976129032258,32.7677419354839,16.9258064516129
"368",10,1996,23.8979284860898,30.7483870967742,17.7193548387097
"369",10,1997,23.9048275089606,30.7193548387097,17.6483870967742
"370",10,1998,23.3651656602574,30.6096774193548,17.0741935483871
"371",10,1999,26.1638885172011,34.1709677419355,18.941935483871
"372",10,2000,22.4717519836519,28.4903225806452,17.5516129032258
"373",10,2001,26.0932782272778,32.7290322580645,19.9516129032258
"374",10,2002,23.8200444418186,29.9838709677419,18.0064516129032
"375",10,2003,28.1512886158047,35.0709677419355,21.9193548387097
"376",10,2004,23.8787965916998,30.1,18.2129032258064
"377",10,2005,25.5863849736513,31.7451612903226,19.7064516129032
"378",10,2006,24.3039591422461,30.7709677419355,18.4290322580645
"379",10,2007,25.5849676899158,32.9774193548387,19.2161290322581
"380",10,2008,25.5975935764288,32.8838709677419,18.8774193548387
"381",10,2009,23.5924153821707,30.7,17.258064516129
"382",10,2010,25.2302624536684,31.5612903225806,19.5677419354839
"383",10,2011,26.0452740749703,32.9967741935484,19.6
"384",10,2012,26.1140290799301,32.8354838709677,19.3129032258065
"385",10,2013,23.787310974569,30.8741935483871,16.9548387096774
"386",10,2014,26.4147199833841,33.0322580645161,20.6129032258065
"387",10,2015,26.2602602867659,32.2935483870968,20.9354838709677
"388",10,2016,27.1458897198052,34.1193548387097,20.7677419354839
"389",10,2017,27.0139378851281,34.4225806451613,19.9935483870968
"390",10,2018,23.0726396255389,28.6838709677419,18.5548387096774
"391",11,1980,17.6488888888889,26.2266666666667,10.5766666666667
"392",11,1981,18.7670833333333,27.1466666666667,11.8866666666667
"393",11,1982,16.3926388888889,22.81,11.5166666666667
"394",11,1983,16.7355555555556,23.5766666666667,11.5133333333333
"395",11,1984,16.3952777777778,23.2533333333333,10.73
"396",11,1985,15.7268055555556,22.5533333333333,10.5
"397",11,1986,18.0618055555556,24.84,12.2766666666667
"398",11,1987,16.95125,23.8766666666667,11.2933333333333
"399",11,1988,17.5225,24.7533333333333,12
"400",11,1989,18.6463888888889,26.3533333333333,12.02
"401",11,1990,18.5604166666667,25.9033333333333,12.3933333333333
"402",11,1991,17.1766666666667,24.24,11.8433333333333
"403",11,1992,16.0525,23.2066666666667,10.0766666666667
"404",11,1993,15.7563888888889,22.6566666666667,10.3766666666667
"405",11,1994,14.4663602564103,21.4333333333333,9.14666666666667
"406",11,1995,18.6968666666667,26.19,12.89
"407",11,1996,17.9041858499525,25.1133333333333,11.9766666666667
"408",11,1997,17.7198824786325,24.4966666666667,11.89
"409",11,1998,16.7406944444444,23.95,10.79
"410",11,1999,19.5731332112332,27.8433333333333,12.6566666666667
"411",11,2000,13.457342677639,19.5633333333333,8.31
"412",11,2001,20.115596603516,26.2033333333333,14.8433333333333
"413",11,2002,19.2777689594356,26.0466666666667,13.3433333333333
"414",11,2003,16.4852469135802,22.7433333333333,11.6366666666667
"415",11,2004,16.0137821185307,21.5833333333333,11.31
"416",11,2005,18.9673733503619,26.0466666666667,12.75
"417",11,2006,19.4489661254029,26.42,13.0533333333333
"418",11,2007,20.9743227546694,27.87,14.9233333333333
