"date","ID_1","t2m","year","month_of_year","week_of_year","anomaly.t2m","mean.t2m"
2012-05-05,1,8.03,2012,5,19,-2.62,10.65
2012-05-06,1,7.68,2012,5,19,-2.97,10.65
2012-05-07,1,6.63,2012,5,19,-4.02,10.65
2012-05-08,1,10.31,2012,5,19,-0.34,10.65
2012-05-09,1,13.95,2012,5,19,3.3,10.65
2012-05-10,1,15.82,2012,5,19,5.17,10.65
2012-05-11,1,19.25,2012,5,19,8.6,10.65
2012-05-12,1,8.04,2012,5,20,-1.95,9.99
2012-05-13,1,3.97,2012,5,20,-6.02,9.99
2012-05-14,1,5.76,2012,5,20,-4.23,9.99
2012-05-15,1,8.53,2012,5,20,-1.46,9.99
2012-05-16,1,6.57,2012,5,20,-3.42,9.99
2012-05-17,1,3.48,2012,5,20,-6.51,9.99
2012-05-18,1,11.77,2012,5,20,1.78,9.99
2012-05-19,1,12.38,2012,5,21,0.99,11.39
2012-05-20,1,13.11,2012,5,21,1.72,11.39
2012-05-21,1,12.34,2012,5,21,0.95,11.39
2012-05-22,1,11.86,2012,5,21,0.47,11.39
2012-05-23,1,12.41,2012,5,21,1.02,11.39
2012-05-24,1,15.28,2012,5,21,3.89,11.39
2012-05-25,1,18.03,2012,5,21,6.64,11.39
2012-05-26,1,15.36,2012,5,22,2.48,12.88
2012-05-27,1,15.1,2012,5,22,2.22,12.88
2012-05-28,1,16.1,2012,5,22,3.22,12.88
2012-05-29,1,12.85,2012,5,22,-0.03,12.88
2012-05-30,1,11.92,2012,5,22,-0.96,12.88
2012-05-31,1,14.72,2012,5,22,1.84,12.88
2012-06-01,1,13.4,2012,6,22,0.52,12.88
2012-06-02,1,13.02,2012,6,23,-0.67,13.69
2012-06-03,1,12.66,2012,6,23,-1.03,13.69
2012-06-04,1,10.12,2012,6,23,-3.57,13.69
2012-06-05,1,5.78,2012,6,23,-7.91,13.69
2012-06-06,1,11.45,2012,6,23,-2.24,13.69
2012-06-07,1,13.89,2012,6,23,0.2,13.69
2012-06-08,1,14.52,2012,6,23,0.83,13.69
2012-06-09,1,10.85,2012,6,24,-2.16,13.01
2012-06-10,1,9.68,2012,6,24,-3.33,13.01
2012-06-11,1,13.96,2012,6,24,0.95,13.01
2012-06-12,1,11.76,2012,6,24,-1.25,13.01
2012-06-13,1,11.51,2012,6,24,-1.5,13.01
2012-06-14,1,7.37,2012,6,24,-5.64,13.01
2012-06-15,1,14.13,2012,6,24,1.12,13.01
2012-06-16,1,14.74,2012,6,25,0.35,14.39
2012-06-17,1,13.56,2012,6,25,-0.83,14.39
2012-06-18,1,12.76,2012,6,25,-1.63,14.39
2012-06-19,1,9.68,2012,6,25,-4.71,14.39
2012-06-20,1,14.64,2012,6,25,0.25,14.39
2012-06-21,1,14.48,2012,6,25,0.09,14.39
2012-06-22,1,13.37,2012,6,25,-1.02,14.39
2012-06-23,1,12.77,2012,6,26,-2.1,14.87
2012-06-24,1,12.19,2012,6,26,-2.68,14.87
2012-06-25,1,12.18,2012,6,26,-2.69,14.87
2012-06-26,1,11.63,2012,6,26,-3.24,14.87
2012-06-27,1,17.13,2012,6,26,2.26,14.87
2012-06-28,1,18.13,2012,6,26,3.26,14.87
2012-06-29,1,19.52,2012,6,26,4.65,14.87
2012-06-30,1,16.23,2012,6,27,1.15,15.08
2012-07-01,1,13.66,2012,7,27,-1.42,15.08
2012-07-02,1,10.66,2012,7,27,-4.42,15.08
2012-07-03,1,14.7,2012,7,27,-0.38,15.08
2012-07-04,1,17.24,2012,7,27,2.16,15.08
2012-07-05,1,18.46,2012,7,27,3.38,15.08
2012-07-06,1,17.35,2012,7,27,2.27,15.08
2012-07-07,1,14.71,2012,7,28,-0.39,15.1
2012-07-08,1,16.01,2012,7,28,0.91,15.1
2012-07-09,1,14.45,2012,7,28,-0.65,15.1
2012-07-10,1,14.54,2012,7,28,-0.56,15.1
2012-07-11,1,14.3,2012,7,28,-0.8,15.1
2012-07-12,1,12.54,2012,7,28,-2.56,15.1
2012-07-13,1,13.51,2012,7,28,-1.59,15.1
2012-07-14,1,13.14,2012,7,29,-2.99,16.13
2012-07-15,1,13.36,2012,7,29,-2.77,16.13
2012-07-16,1,11.97,2012,7,29,-4.16,16.13
2012-07-17,1,15.35,2012,7,29,-0.78,16.13
2012-07-18,1,16.09,2012,7,29,-0.04,16.13
2012-07-19,1,16.17,2012,7,29,0.04,16.13
2012-07-20,1,13.34,2012,7,29,-2.79,16.13
2012-07-21,1,12.93,2012,7,30,-3.37,16.3
2012-07-22,1,9.66,2012,7,30,-6.64,16.3
2012-07-23,1,13.19,2012,7,30,-3.11,16.3
2012-07-24,1,15.2,2012,7,30,-1.1,16.3
2012-07-25,1,16.84,2012,7,30,0.54,16.3
2012-07-26,1,15.91,2012,7,30,-0.39,16.3
2012-07-27,1,19.44,2012,7,30,3.14,16.3
2012-07-28,1,17.73,2012,7,31,1.35,16.38
2012-07-29,1,14.24,2012,7,31,-2.14,16.38
2012-07-30,1,12.72,2012,7,31,-3.66,16.38
2012-07-31,1,12.73,2012,7,31,-3.65,16.38
2012-08-01,1,13.4,2012,8,31,-2.98,16.38
2012-08-02,1,18.07,2012,8,31,1.69,16.38
2012-08-03,1,14.82,2012,8,31,-1.56,16.38
2012-08-04,1,15.22,2012,8,32,-0.34,15.56
2012-08-05,1,15.22,2012,8,32,-0.34,15.56
2012-08-06,1,15.52,2012,8,32,-0.04,15.56
2012-08-07,1,14.18,2012,8,32,-1.38,15.56
2012-08-08,1,13.06,2012,8,32,-2.5,15.56
2012-08-09,1,16.04,2012,8,32,0.48,15.56
2012-08-10,1,13.58,2012,8,32,-1.98,15.56
2012-08-11,1,12.71,2012,8,33,-2.02,14.73
2012-08-12,1,14.34,2012,8,33,-0.39,14.73
2012-08-13,1,16.54,2012,8,33,1.81,14.73
2012-08-14,1,17.15,2012,8,33,2.42,14.73
2012-08-15,1,18.53,2012,8,33,3.8,14.73
2012-08-16,1,16.01,2012,8,33,1.28,14.73
2012-08-17,1,17.69,2012,8,33,2.96,14.73
2012-08-18,1,19.58,2012,8,34,4,15.58
2012-08-19,1,23.32,2012,8,34,7.74,15.58
2012-08-20,1,22.51,2012,8,34,6.93,15.58
2012-08-21,1,17.82,2012,8,34,2.24,15.58
2012-08-22,1,17.65,2012,8,34,2.07,15.58
2012-08-23,1,12.33,2012,8,34,-3.25,15.58
2012-08-24,1,15.55,2012,8,34,-0.03,15.58
2012-08-25,1,15.35,2012,8,35,0.65,14.7
2012-08-26,1,15.23,2012,8,35,0.53,14.7
2012-08-27,1,12.32,2012,8,35,-2.38,14.7
2012-08-28,1,17.54,2012,8,35,2.84,14.7
2012-08-29,1,15.61,2012,8,35,0.91,14.7
2012-08-30,1,14.26,2012,8,35,-0.44,14.7
2012-08-31,1,13.39,2012,8,35,-1.31,14.7
2012-09-01,1,9.93,2012,9,36,-3.68,13.61
2012-09-02,1,11.74,2012,9,36,-1.87,13.61
2012-09-03,1,15.12,2012,9,36,1.51,13.61
2012-09-04,1,13.28,2012,9,36,-0.33,13.61
2012-09-05,1,14.92,2012,9,36,1.31,13.61
2012-09-06,1,10.94,2012,9,36,-2.67,13.61
2012-09-07,1,9.64,2012,9,36,-3.97,13.61
2012-09-08,1,11.35,2012,9,37,-2.24,13.59
2012-09-09,1,12.84,2012,9,37,-0.75,13.59
2012-09-10,1,15.82,2012,9,37,2.23,13.59
2012-09-11,1,17.47,2012,9,37,3.88,13.59
2012-09-12,1,11.17,2012,9,37,-2.42,13.59
2012-09-13,1,11.83,2012,9,37,-1.76,13.59
2012-09-14,1,10.2,2012,9,37,-3.39,13.59
2012-09-15,1,12.98,2012,9,38,1.09,11.89
2012-09-16,1,10.43,2012,9,38,-1.46,11.89
2012-09-17,1,12.65,2012,9,38,0.76,11.89
2012-09-18,1,13.59,2012,9,38,1.7,11.89
2012-09-19,1,9.57,2012,9,38,-2.32,11.89
2012-09-20,1,7.89,2012,9,38,-4,11.89
2012-09-21,1,8.16,2012,9,38,-3.73,11.89
2012-09-22,1,8.43,2012,9,39,-3.42,11.85
2012-09-23,1,8.4,2012,9,39,-3.45,11.85
2012-09-24,1,14.77,2012,9,39,2.92,11.85
2012-09-25,1,13.47,2012,9,39,1.62,11.85
2012-09-26,1,12.91,2012,9,39,1.06,11.85
2012-09-27,1,12.67,2012,9,39,0.82,11.85
2012-09-28,1,10,2012,9,39,-1.85,11.85
2012-09-29,1,11.08,2012,9,40,-0.38,11.46
2012-09-30,1,7.81,2012,9,40,-3.65,11.46
2012-10-01,1,8.31,2012,10,40,-3.15,11.46
2012-10-02,1,13.69,2012,10,40,2.23,11.46
2012-10-03,1,13.79,2012,10,40,2.33,11.46
2012-10-04,1,12.18,2012,10,40,0.72,11.46
2012-10-05,1,10.32,2012,10,40,-1.14,11.46
2012-10-06,1,15.05,2012,10,41,4.87,10.18
2012-10-07,1,8.3,2012,10,41,-1.88,10.18
2012-10-08,1,4.56,2012,10,41,-5.62,10.18
2012-10-09,1,11.2,2012,10,41,1.02,10.18
2012-10-10,1,6.44,2012,10,41,-3.74,10.18
2012-10-11,1,4.84,2012,10,41,-5.34,10.18
2012-10-12,1,13.81,2012,10,41,3.63,10.18
2012-10-13,1,7.91,2012,10,42,-3.02,10.93
2012-10-14,1,6.59,2012,10,42,-4.34,10.93
2012-10-15,1,6.83,2012,10,42,-4.1,10.93
2012-10-16,1,8.97,2012,10,42,-1.96,10.93
2012-10-17,1,7.96,2012,10,42,-2.97,10.93
2012-10-18,1,14.22,2012,10,42,3.29,10.93
2012-10-19,1,16.21,2012,10,42,5.28,10.93
2012-10-20,1,16.67,2012,10,43,6.11,10.56
2012-10-21,1,13.87,2012,10,43,3.31,10.56
2012-10-22,1,13.05,2012,10,43,2.49,10.56
2012-10-23,1,12.13,2012,10,43,1.57,10.56
2012-10-24,1,11.75,2012,10,43,1.19,10.56
2012-10-25,1,10.55,2012,10,43,-0.01,10.56
2012-10-26,1,8.35,2012,10,43,-2.21,10.56
2012-10-27,1,1.54,2012,10,44,-7.1,8.64
2012-10-28,1,-0.23,2012,10,44,-8.87,8.64
2012-10-29,1,5.59,2012,10,44,-3.05,8.64
2012-10-30,1,7.81,2012,10,44,-0.83,8.64
2012-10-31,1,5.07,2012,10,44,-3.57,8.64
2012-11-01,1,7.68,2012,11,44,-0.96,8.64
2012-11-02,1,6.08,2012,11,44,-2.56,8.64
2012-11-03,1,5.72,2012,11,45,-2.58,8.3
2012-11-04,1,4.79,2012,11,45,-3.51,8.3
2012-11-05,1,7.39,2012,11,45,-0.91,8.3
2012-11-06,1,3.73,2012,11,45,-4.57,8.3
2012-11-07,1,7.71,2012,11,45,-0.59,8.3
2012-11-08,1,9.7,2012,11,45,1.4,8.3
2012-11-09,1,8.77,2012,11,45,0.47,8.3
2012-11-10,1,9.1,2012,11,46,2.32,6.78
2012-11-11,1,8,2012,11,46,1.22,6.78
2012-11-12,1,5.49,2012,11,46,-1.29,6.78
2012-11-13,1,7.08,2012,11,46,0.3,6.78
2012-11-14,1,8.5,2012,11,46,1.72,6.78
2012-11-15,1,3.18,2012,11,46,-3.6,6.78
2012-11-16,1,4.67,2012,11,46,-2.11,6.78
2012-11-17,1,3.67,2012,11,47,-1.25,4.92
2012-11-18,1,8.47,2012,11,47,3.55,4.92
2012-11-19,1,3.41,2012,11,47,-1.51,4.92
2012-11-20,1,9.55,2012,11,47,4.63,4.92
2012-11-21,1,4.98,2012,11,47,0.06,4.92
2012-11-22,1,7.2,2012,11,47,2.28,4.92
2012-11-23,1,6.56,2012,11,47,1.64,4.92
2012-11-24,1,7.4,2012,11,48,2.25,5.15
2012-11-25,1,11.95,2012,11,48,6.8,5.15
2012-11-26,1,6.82,2012,11,48,1.67,5.15
2012-11-27,1,8.2,2012,11,48,3.05,5.15
2012-11-28,1,4.3,2012,11,48,-0.85,5.15
2012-11-29,1,5.62,2012,11,48,0.47,5.15
2012-11-30,1,0.42,2012,11,48,-4.73,5.15
2012-12-01,1,2.41,2012,12,49,-1.76,4.17
2012-12-02,1,2.41,2012,12,49,-1.76,4.17
2012-12-03,1,-0.23,2012,12,49,-4.4,4.17
2012-12-04,1,4.05,2012,12,49,-0.12,4.17
2012-12-05,1,3.02,2012,12,49,-1.15,4.17
2012-12-06,1,0.8,2012,12,49,-3.37,4.17
2012-12-07,1,1.32,2012,12,49,-2.85,4.17
2012-12-08,1,1.61,2012,12,50,-2.98,4.59
2012-12-09,1,-0.33,2012,12,50,-4.92,4.59
2012-12-10,1,4.42,2012,12,50,-0.17,4.59
2012-12-11,1,-0.52,2012,12,50,-5.11,4.59
2012-12-12,1,-2.04,2012,12,50,-6.63,4.59
2012-12-13,1,-2.32,2012,12,50,-6.91,4.59
2012-12-14,1,2.99,2012,12,50,-1.6,4.59
2012-12-15,1,8.9,2012,12,51,2.78,6.12
2012-12-16,1,7.67,2012,12,51,1.55,6.12
2012-12-17,1,6.4,2012,12,51,0.28,6.12
2012-12-18,1,4.34,2012,12,51,-1.78,6.12
2012-12-19,1,4.85,2012,12,51,-1.27,6.12
2012-12-20,1,3.44,2012,12,51,-2.68,6.12
2012-12-21,1,7.51,2012,12,51,1.39,6.12
2012-12-22,1,7.38,2012,12,52,1.89,5.49
2012-12-23,1,12.32,2012,12,52,6.83,5.49
2012-12-24,1,9.24,2012,12,52,3.75,5.49
2012-12-25,1,11.84,2012,12,52,6.35,5.49
2012-12-26,1,8.14,2012,12,52,2.65,5.49
2012-12-27,1,9.74,2012,12,52,4.25,5.49
2012-12-28,1,6.35,2012,12,52,0.86,5.49
2012-12-29,1,10.57,2012,12,1,5.26,5.31
2012-12-30,1,8.43,2012,12,1,3.12,5.31
2012-12-31,1,8.61,2012,12,1,3.3,5.31
2013-01-01,1,8.02,2013,1,1,2.71,5.31
2013-01-02,1,3.49,2013,1,1,-1.82,5.31
2013-01-03,1,7.14,2013,1,1,1.83,5.31
2013-01-04,1,9.48,2013,1,1,4.17,5.31
2013-01-05,1,7.69,2013,1,2,2.28,5.41
2013-01-06,1,8.26,2013,1,2,2.85,5.41
2013-01-07,1,7.95,2013,1,2,2.54,5.41
2013-01-08,1,5.45,2013,1,2,0.04,5.41
2013-01-09,1,4.92,2013,1,2,-0.49,5.41
2013-01-10,1,5.04,2013,1,2,-0.37,5.41
2013-01-11,1,2.33,2013,1,2,-3.08,5.41
2013-01-12,1,-2.12,2013,1,3,-3.73,1.61
2013-01-13,1,0.04,2013,1,3,-1.57,1.61
2013-01-14,1,-2.83,2013,1,3,-4.44,1.61
2013-01-15,1,-1.66,2013,1,3,-3.27,1.61
2013-01-16,1,-4,2013,1,3,-5.61,1.61
2013-01-17,1,-5.39,2013,1,3,-7,1.61
2013-01-18,1,-4.84,2013,1,3,-6.45,1.61
2013-01-19,1,-1.7,2013,1,4,-3.91,2.21
2013-01-20,1,-4.17,2013,1,4,-6.38,2.21
2013-01-21,1,-3.49,2013,1,4,-5.7,2.21
2013-01-22,1,-2.29,2013,1,4,-4.5,2.21
2013-01-23,1,-5.59,2013,1,4,-7.8,2.21
2013-01-24,1,-4.81,2013,1,4,-7.02,2.21
2013-01-25,1,-6.33,2013,1,4,-8.54,2.21
2013-01-26,1,-3.2,2013,1,5,-6.66,3.46
2013-01-27,1,1.79,2013,1,5,-1.67,3.46
2013-01-28,1,3.05,2013,1,5,-0.41,3.46
2013-01-29,1,8.3,2013,1,5,4.84,3.46
2013-01-30,1,12.64,2013,1,5,9.18,3.46
2013-01-31,1,7.73,2013,1,5,4.27,3.46
2013-02-01,1,7.56,2013,2,5,4.1,3.46
2013-02-02,1,3.37,2013,2,6,0.6,2.77
2013-02-03,1,2.11,2013,2,6,-0.66,2.77
2013-02-04,1,6.82,2013,2,6,4.05,2.77
2013-02-05,1,5.89,2013,2,6,3.12,2.77
2013-02-06,1,1.32,2013,2,6,-1.45,2.77
2013-02-07,1,2.08,2013,2,6,-0.69,2.77
2013-02-08,1,0.37,2013,2,6,-2.4,2.77
2013-02-09,1,-2.04,2013,2,7,-5.09,3.05
2013-02-10,1,0.37,2013,2,7,-2.68,3.05
2013-02-11,1,-0.86,2013,2,7,-3.91,3.05
2013-02-12,1,-0.47,2013,2,7,-3.52,3.05
2013-02-13,1,-1.11,2013,2,7,-4.16,3.05
2013-02-14,1,-2.39,2013,2,7,-5.44,3.05
2013-02-15,1,0.96,2013,2,7,-2.09,3.05
2013-02-16,1,3.14,2013,2,8,-0.79,3.93
2013-02-17,1,3.02,2013,2,8,-0.91,3.93
2013-02-18,1,-0.31,2013,2,8,-4.24,3.93
2013-02-19,1,-1.64,2013,2,8,-5.57,3.93
2013-02-20,1,3.4,2013,2,8,-0.53,3.93
2013-02-21,1,-2.13,2013,2,8,-6.06,3.93
2013-02-22,1,-2.31,2013,2,8,-6.24,3.93
2013-02-23,1,-2.93,2013,2,9,-6.26,3.33
2013-02-24,1,-1.54,2013,2,9,-4.87,3.33
2013-02-25,1,-0.09,2013,2,9,-3.42,3.33
2013-02-26,1,1.36,2013,2,9,-1.97,3.33
2013-02-27,1,2.6,2013,2,9,-0.73,3.33
2013-02-28,1,0.5,2013,2,9,-2.83,3.33
2013-03-01,1,1.77,2013,3,9,-1.56,3.33
2013-03-02,1,1.82,2013,3,10,-3.42,5.24
2013-03-03,1,1.22,2013,3,10,-4.02,5.24
2013-03-04,1,0.44,2013,3,10,-4.8,5.24
2013-03-05,1,6.36,2013,3,10,1.12,5.24
2013-03-06,1,8.34,2013,3,10,3.1,5.24
2013-03-07,1,9.08,2013,3,10,3.84,5.24
2013-03-08,1,9.61,2013,3,10,4.37,5.24
2013-03-09,1,9.41,2013,3,11,3.85,5.56
2013-03-10,1,4.54,2013,3,11,-1.02,5.56
2013-03-11,1,-0.69,2013,3,11,-6.25,5.56
2013-03-12,1,-3.45,2013,3,11,-9.01,5.56
2013-03-13,1,-7.71,2013,3,11,-13.27,5.56
2013-03-14,1,-4.15,2013,3,11,-9.71,5.56
2013-03-15,1,-8.09,2013,3,11,-13.65,5.56
2013-03-16,1,3.31,2013,3,12,-1.09,4.4
2013-03-17,1,4.44,2013,3,12,0.04,4.4
2013-03-18,1,3.93,2013,3,12,-0.47,4.4
2013-03-19,1,3.9,2013,3,12,-0.5,4.4
2013-03-20,1,2.77,2013,3,12,-1.63,4.4
2013-03-21,1,1.25,2013,3,12,-3.15,4.4
2013-03-22,1,-0.87,2013,3,12,-5.27,4.4
2013-03-23,1,2.32,2013,3,13,-4.01,6.33
2013-03-24,1,-0.48,2013,3,13,-6.81,6.33
2013-03-25,1,0.16,2013,3,13,-6.17,6.33
2013-03-26,1,0.25,2013,3,13,-6.08,6.33
2013-03-27,1,-0.96,2013,3,13,-7.29,6.33
2013-03-28,1,1.17,2013,3,13,-5.16,6.33
2013-03-29,1,0.48,2013,3,13,-5.85,6.33
2013-03-30,1,-2.88,2013,3,14,-9.6,6.72
2013-03-31,1,-1.25,2013,3,14,-7.97,6.72
2013-04-01,1,-0.85,2013,4,14,-7.57,6.72
2013-04-02,1,0.46,2013,4,14,-6.26,6.72
2013-04-03,1,0.63,2013,4,14,-6.09,6.72
2013-04-04,1,1.5,2013,4,14,-5.22,6.72
2013-04-05,1,2.6,2013,4,14,-4.12,6.72
2013-04-06,1,2.6,2013,4,15,-4.81,7.41
2013-04-07,1,1.02,2013,4,15,-6.39,7.41
2013-04-08,1,3.53,2013,4,15,-3.88,7.41
2013-04-09,1,2.91,2013,4,15,-4.5,7.41
2013-04-10,1,6.49,2013,4,15,-0.92,7.41
2013-04-11,1,8.13,2013,4,15,0.72,7.41
2013-04-12,1,7.63,2013,4,15,0.22,7.41
2013-04-13,1,8.3,2013,4,16,0.11,8.19
2013-04-14,1,11.69,2013,4,16,3.5,8.19
2013-04-15,1,15.78,2013,4,16,7.59,8.19
2013-04-16,1,9.09,2013,4,16,0.9,8.19
2013-04-17,1,12.9,2013,4,16,4.71,8.19
2013-04-18,1,17.11,2013,4,16,8.92,8.19
2013-04-19,1,7.68,2013,4,16,-0.51,8.19
2013-04-20,1,5.11,2013,4,17,-3.3,8.41
2013-04-21,1,4.86,2013,4,17,-3.55,8.41
2013-04-22,1,4.49,2013,4,17,-3.92,8.41
2013-04-23,1,8.61,2013,4,17,0.2,8.41
2013-04-24,1,7.92,2013,4,17,-0.49,8.41
2013-04-25,1,10.93,2013,4,17,2.52,8.41
2013-04-26,1,12.81,2013,4,17,4.4,8.41
2013-04-27,1,4.63,2013,4,18,-4,8.63
2013-04-28,1,4.13,2013,4,18,-4.5,8.63
2013-04-29,1,5.81,2013,4,18,-2.82,8.63
2013-04-30,1,5.58,2013,4,18,-3.05,8.63
2013-05-01,1,8.48,2013,5,18,-0.15,8.63
2013-05-02,1,10.48,2013,5,18,1.85,8.63
2013-05-03,1,10.05,2013,5,18,1.42,8.63
2013-05-04,1,7.56,2013,5,19,-3.09,10.65
2013-05-05,1,9.17,2013,5,19,-1.48,10.65
2013-05-06,1,8.65,2013,5,19,-2,10.65
2013-05-07,1,11.42,2013,5,19,0.77,10.65
2013-05-08,1,12.16,2013,5,19,1.51,10.65
2013-05-09,1,12.3,2013,5,19,1.65,10.65
2013-05-10,1,10.67,2013,5,19,0.02,10.65
2013-05-11,1,8.91,2013,5,20,-1.08,9.99
2013-05-12,1,8.52,2013,5,20,-1.47,9.99
2013-05-13,1,8.97,2013,5,20,-1.02,9.99
2013-05-14,1,8.78,2013,5,20,-1.21,9.99
2013-05-15,1,11.18,2013,5,20,1.19,9.99
2013-05-16,1,9.11,2013,5,20,-0.88,9.99
2013-05-17,1,7.04,2013,5,20,-2.95,9.99
2013-05-18,1,8.04,2013,5,21,-3.35,11.39
2013-05-19,1,8.14,2013,5,21,-3.25,11.39
2013-05-20,1,9.37,2013,5,21,-2.02,11.39
2013-05-21,1,9.98,2013,5,21,-1.41,11.39
2013-05-22,1,8.32,2013,5,21,-3.07,11.39
2013-05-23,1,8.32,2013,5,21,-3.07,11.39
2013-05-24,1,2.72,2013,5,21,-8.67,11.39
2013-05-25,1,4.86,2013,5,22,-8.02,12.88
2013-05-26,1,7.08,2013,5,22,-5.8,12.88
2013-05-27,1,7.43,2013,5,22,-5.45,12.88
2013-05-28,1,7.59,2013,5,22,-5.29,12.88
2013-05-29,1,10.16,2013,5,22,-2.72,12.88
2013-05-30,1,9.19,2013,5,22,-3.69,12.88
2013-05-31,1,9.95,2013,5,22,-2.93,12.88
2013-06-01,1,9.84,2013,6,23,-3.85,13.69
2013-06-02,1,8.41,2013,6,23,-5.28,13.69
2013-06-03,1,8.06,2013,6,23,-5.63,13.69
2013-06-04,1,7.65,2013,6,23,-6.04,13.69
2013-06-05,1,11.26,2013,6,23,-2.43,13.69
2013-06-06,1,13.36,2013,6,23,-0.33,13.69
2013-06-07,1,15.44,2013,6,23,1.75,13.69
2013-06-08,1,14.15,2013,6,24,1.14,13.01
2013-06-09,1,12.72,2013,6,24,-0.29,13.01
2013-06-10,1,10.97,2013,6,24,-2.04,13.01
2013-06-11,1,8.22,2013,6,24,-4.79,13.01
2013-06-12,1,16.46,2013,6,24,3.45,13.01
2013-06-13,1,18.73,2013,6,24,5.72,13.01
2013-06-14,1,11.1,2013,6,24,-1.91,13.01
2013-06-15,1,11.61,2013,6,25,-2.78,14.39
2013-06-16,1,11.67,2013,6,25,-2.72,14.39
2013-06-17,1,12.82,2013,6,25,-1.57,14.39
2013-06-18,1,18.08,2013,6,25,3.69,14.39
2013-06-19,1,19.45,2013,6,25,5.06,14.39
2013-06-20,1,19.07,2013,6,25,4.68,14.39
2013-06-21,1,16.62,2013,6,25,2.23,14.39
2013-06-22,1,14.99,2013,6,26,0.12,14.87
2013-06-23,1,12.72,2013,6,26,-2.15,14.87
2013-06-24,1,12.95,2013,6,26,-1.92,14.87
2013-06-25,1,11.27,2013,6,26,-3.6,14.87
2013-06-26,1,8.42,2013,6,26,-6.45,14.87
2013-06-27,1,12.11,2013,6,26,-2.76,14.87
2013-06-28,1,11.81,2013,6,26,-3.06,14.87
2013-06-29,1,14.45,2013,6,27,-0.63,15.08
2013-06-30,1,8.72,2013,6,27,-6.36,15.08
2013-07-01,1,14.44,2013,7,27,-0.64,15.08
2013-07-02,1,10.92,2013,7,27,-4.16,15.08
2013-07-03,1,18.16,2013,7,27,3.08,15.08
2013-07-04,1,14.75,2013,7,27,-0.33,15.08
2013-07-05,1,15.63,2013,7,27,0.55,15.08
2013-07-06,1,14.14,2013,7,28,-0.96,15.1
2013-07-07,1,16.82,2013,7,28,1.72,15.1
2013-07-08,1,16.88,2013,7,28,1.78,15.1
2013-07-09,1,17.64,2013,7,28,2.54,15.1
2013-07-10,1,15.62,2013,7,28,0.52,15.1
2013-07-11,1,14.01,2013,7,28,-1.09,15.1
2013-07-12,1,12.05,2013,7,28,-3.05,15.1
2013-07-13,1,12.83,2013,7,29,-3.3,16.13
2013-07-14,1,13.8,2013,7,29,-2.33,16.13
2013-07-15,1,16.95,2013,7,29,0.82,16.13
2013-07-16,1,14.57,2013,7,29,-1.56,16.13
2013-07-17,1,17.76,2013,7,29,1.63,16.13
2013-07-18,1,18.39,2013,7,29,2.26,16.13
2013-07-19,1,19.1,2013,7,29,2.97,16.13
2013-07-20,1,17.29,2013,7,30,0.99,16.3
2013-07-21,1,15.45,2013,7,30,-0.85,16.3
2013-07-22,1,19.93,2013,7,30,3.63,16.3
2013-07-23,1,20.66,2013,7,30,4.36,16.3
2013-07-24,1,20.56,2013,7,30,4.26,16.3
2013-07-25,1,17.27,2013,7,30,0.97,16.3
2013-07-26,1,18.95,2013,7,30,2.65,16.3
2013-07-27,1,19.8,2013,7,31,3.42,16.38
2013-07-28,1,20.12,2013,7,31,3.74,16.38
2013-07-29,1,18.13,2013,7,31,1.75,16.38
2013-07-30,1,15.37,2013,7,31,-1.01,16.38
2013-07-31,1,17.93,2013,7,31,1.55,16.38
2013-08-01,1,18.5,2013,8,31,2.12,16.38
2013-08-02,1,22.56,2013,8,31,6.18,16.38
2013-08-03,1,20,2013,8,32,4.44,15.56
2013-08-04,1,14.22,2013,8,32,-1.34,15.56
2013-08-05,1,16.09,2013,8,32,0.53,15.56
2013-08-06,1,17.75,2013,8,32,2.19,15.56
2013-08-07,1,15.78,2013,8,32,0.22,15.56
2013-08-08,1,14.15,2013,8,32,-1.41,15.56
2013-08-09,1,13.64,2013,8,32,-1.92,15.56
2013-08-10,1,14.33,2013,8,33,-0.4,14.73
2013-08-11,1,12.89,2013,8,33,-1.84,14.73
2013-08-12,1,14.51,2013,8,33,-0.22,14.73
2013-08-13,1,13.6,2013,8,33,-1.13,14.73
2013-08-14,1,11.06,2013,8,33,-3.67,14.73
2013-08-15,1,12.68,2013,8,33,-2.05,14.73
2013-08-16,1,15.64,2013,8,33,0.91,14.73
2013-08-17,1,17.21,2013,8,34,1.63,15.58
2013-08-18,1,19.18,2013,8,34,3.6,15.58
2013-08-19,1,15.07,2013,8,34,-0.51,15.58
2013-08-20,1,11.92,2013,8,34,-3.66,15.58
2013-08-21,1,13.37,2013,8,34,-2.21,15.58
2013-08-22,1,14.58,2013,8,34,-1,15.58
2013-08-23,1,15.09,2013,8,34,-0.49,15.58
2013-08-24,1,18.61,2013,8,35,3.91,14.7
2013-08-25,1,15.07,2013,8,35,0.37,14.7
2013-08-26,1,14.99,2013,8,35,0.29,14.7
2013-08-27,1,16.85,2013,8,35,2.15,14.7
2013-08-28,1,13.36,2013,8,35,-1.34,14.7
2013-08-29,1,12.33,2013,8,35,-2.37,14.7
2013-08-30,1,11.89,2013,8,35,-2.81,14.7
2013-08-31,1,15.16,2013,8,36,1.55,13.61
2013-09-01,1,9.08,2013,9,36,-4.53,13.61
2013-09-02,1,12.38,2013,9,36,-1.23,13.61
