"date","ID_1","t2m","year","month_of_year","week_of_year","anomaly.t2m","mean.t2m"
2019-04-14,1,-0.19,2019,4,16,-8.38,8.19
2019-04-15,1,3.46,2019,4,16,-4.73,8.19
2019-04-16,1,8.86,2019,4,16,0.67,8.19
2019-04-17,1,10.17,2019,4,16,1.98,8.19
2019-04-18,1,9.08,2019,4,16,0.89,8.19
2019-04-19,1,11.67,2019,4,16,3.48,8.19
2019-04-20,1,11.82,2019,4,17,3.41,8.41
2019-04-21,1,12.45,2019,4,17,4.04,8.41
2019-04-22,1,12.23,2019,4,17,3.82,8.41
2019-04-23,1,14.06,2019,4,17,5.65,8.41
2019-04-24,1,14.16,2019,4,17,5.75,8.41
2019-04-25,1,9.59,2019,4,17,1.18,8.41
2019-04-26,1,8.84,2019,4,17,0.43,8.41
2019-04-27,1,9.54,2019,4,18,0.91,8.63
2019-04-28,1,7.82,2019,4,18,-0.81,8.63
2019-04-29,1,5.13,2019,4,18,-3.5,8.63
2019-04-30,1,8.25,2019,4,18,-0.38,8.63
2019-05-01,1,6.38,2019,5,18,-2.25,8.63
2019-05-02,1,5.9,2019,5,18,-2.73,8.63
2019-05-03,1,7.13,2019,5,18,-1.5,8.63
2019-05-04,1,5.62,2019,5,19,-5.03,10.65
2019-05-05,1,2.4,2019,5,19,-8.25,10.65
2019-05-06,1,1.78,2019,5,19,-8.87,10.65
2019-05-07,1,4.42,2019,5,19,-6.23,10.65
2019-05-08,1,8.92,2019,5,19,-1.73,10.65
2019-05-09,1,8.55,2019,5,19,-2.1,10.65
2019-05-10,1,10.19,2019,5,19,-0.46,10.65
2019-05-11,1,9.84,2019,5,20,-0.15,9.99
2019-05-12,1,5.5,2019,5,20,-4.49,9.99
2019-05-13,1,5.92,2019,5,20,-4.07,9.99
2019-05-14,1,8.04,2019,5,20,-1.95,9.99
2019-05-15,1,7.61,2019,5,20,-2.38,9.99
2019-05-16,1,7.92,2019,5,20,-2.07,9.99
2019-05-17,1,11,2019,5,20,1.01,9.99
2019-05-18,1,9.19,2019,5,21,-2.2,11.39
2019-05-19,1,13.17,2019,5,21,1.78,11.39
2019-05-20,1,11.22,2019,5,21,-0.17,11.39
2019-05-21,1,10.39,2019,5,21,-1,11.39
2019-05-22,1,8.68,2019,5,21,-2.71,11.39
2019-05-23,1,9.53,2019,5,21,-1.86,11.39
2019-05-24,1,12.47,2019,5,21,1.08,11.39
2019-05-25,1,9.79,2019,5,22,-3.09,12.88
2019-05-26,1,9.64,2019,5,22,-3.24,12.88
2019-05-27,1,13.84,2019,5,22,0.96,12.88
2019-05-28,1,11.83,2019,5,22,-1.05,12.88
2019-05-29,1,8.32,2019,5,22,-4.56,12.88
2019-05-30,1,14.05,2019,5,22,1.17,12.88
2019-05-31,1,14.12,2019,5,22,1.24,12.88
2019-06-01,1,12.84,2019,6,23,-0.85,13.69
2019-06-02,1,16.36,2019,6,23,2.67,13.69
2019-06-03,1,17.93,2019,6,23,4.24,13.69
2019-06-04,1,11.78,2019,6,23,-1.91,13.69
2019-06-05,1,15.24,2019,6,23,1.55,13.69
2019-06-06,1,10.96,2019,6,23,-2.73,13.69
2019-06-07,1,10.35,2019,6,23,-3.34,13.69
2019-06-08,1,14.04,2019,6,24,1.03,13.01
2019-06-09,1,10.47,2019,6,24,-2.54,13.01
2019-06-10,1,13.68,2019,6,24,0.67,13.01
2019-06-11,1,11.62,2019,6,24,-1.39,13.01
2019-06-12,1,14.33,2019,6,24,1.32,13.01
2019-06-13,1,11.76,2019,6,24,-1.25,13.01
2019-06-14,1,12.55,2019,6,24,-0.46,13.01
2019-06-15,1,16.15,2019,6,25,1.76,14.39
2019-06-16,1,13.54,2019,6,25,-0.85,14.39
2019-06-17,1,12.95,2019,6,25,-1.44,14.39
2019-06-18,1,15.5,2019,6,25,1.11,14.39
2019-06-19,1,17.14,2019,6,25,2.75,14.39
2019-06-20,1,16.02,2019,6,25,1.63,14.39
2019-06-21,1,11.26,2019,6,25,-3.13,14.39
2019-06-22,1,10.98,2019,6,26,-3.89,14.87
2019-06-23,1,15.19,2019,6,26,0.32,14.87
2019-06-24,1,20.24,2019,6,26,5.37,14.87
2019-06-25,1,20.83,2019,6,26,5.96,14.87
2019-06-26,1,18.94,2019,6,26,4.07,14.87
2019-06-27,1,17.17,2019,6,26,2.3,14.87
2019-06-28,1,14.61,2019,6,26,-0.26,14.87
2019-06-29,1,17.09,2019,6,27,2.01,15.08
2019-06-30,1,21.58,2019,6,27,6.5,15.08
2019-07-01,1,16.36,2019,7,27,1.28,15.08
2019-07-02,1,12.86,2019,7,27,-2.22,15.08
2019-07-03,1,13.78,2019,7,27,-1.3,15.08
2019-07-04,1,12.04,2019,7,27,-3.04,15.08
2019-07-05,1,14.2,2019,7,27,-0.88,15.08
2019-07-06,1,15.73,2019,7,28,0.63,15.1
2019-07-07,1,15.25,2019,7,28,0.15,15.1
2019-07-08,1,10.19,2019,7,28,-4.91,15.1
2019-07-09,1,10.14,2019,7,28,-4.96,15.1
2019-07-10,1,12.87,2019,7,28,-2.23,15.1
2019-07-11,1,16.3,2019,7,28,1.2,15.1
2019-07-12,1,15.49,2019,7,28,0.39,15.1
2019-07-13,1,14.33,2019,7,29,-1.8,16.13
2019-07-14,1,14.56,2019,7,29,-1.57,16.13
2019-07-15,1,11.89,2019,7,29,-4.24,16.13
2019-07-16,1,13.28,2019,7,29,-2.85,16.13
2019-07-17,1,11.51,2019,7,29,-4.62,16.13
2019-07-18,1,17.04,2019,7,29,0.91,16.13
2019-07-19,1,16.64,2019,7,29,0.51,16.13
2019-07-20,1,18.94,2019,7,30,2.64,16.3
2019-07-21,1,15.94,2019,7,30,-0.36,16.3
2019-07-22,1,14.63,2019,7,30,-1.67,16.3
2019-07-23,1,17.62,2019,7,30,1.32,16.3
2019-07-24,1,21.56,2019,7,30,5.26,16.3
2019-07-25,1,22.47,2019,7,30,6.17,16.3
2019-07-26,1,24.46,2019,7,30,8.16,16.3
2019-07-27,1,20.05,2019,7,31,3.67,16.38
2019-07-28,1,17.76,2019,7,31,1.38,16.38
2019-07-29,1,14.38,2019,7,31,-2,16.38
2019-07-30,1,16.72,2019,7,31,0.34,16.38
2019-07-31,1,17.44,2019,7,31,1.06,16.38
2019-08-01,1,15.05,2019,8,31,-1.33,16.38
2019-08-02,1,14.67,2019,8,31,-1.71,16.38
2019-08-03,1,16.41,2019,8,32,0.85,15.56
2019-08-04,1,15.64,2019,8,32,0.08,15.56
2019-08-05,1,19.71,2019,8,32,4.15,15.56
2019-08-06,1,18.09,2019,8,32,2.53,15.56
2019-08-07,1,17.24,2019,8,32,1.68,15.56
2019-08-08,1,15.2,2019,8,32,-0.36,15.56
2019-08-09,1,18.64,2019,8,32,3.08,15.56
2019-08-10,1,19.61,2019,8,33,4.88,14.73
2019-08-11,1,15.73,2019,8,33,1,14.73
2019-08-12,1,14.46,2019,8,33,-0.27,14.73
2019-08-13,1,12.86,2019,8,33,-1.87,14.73
2019-08-14,1,11.4,2019,8,33,-3.33,14.73
2019-08-15,1,16.16,2019,8,33,1.43,14.73
2019-08-16,1,14.34,2019,8,33,-0.39,14.73
2019-08-17,1,17.67,2019,8,34,2.09,15.58
2019-08-18,1,16.21,2019,8,34,0.63,15.58
2019-08-19,1,13.46,2019,8,34,-2.12,15.58
2019-08-20,1,12.74,2019,8,34,-2.84,15.58
2019-08-21,1,10.62,2019,8,34,-4.96,15.58
2019-08-22,1,12.11,2019,8,34,-3.47,15.58
2019-08-23,1,13.35,2019,8,34,-2.23,15.58
2019-08-24,1,16.27,2019,8,35,1.57,14.7
2019-08-25,1,16.85,2019,8,35,2.15,14.7
2019-08-26,1,16.81,2019,8,35,2.11,14.7
2019-08-27,1,19.13,2019,8,35,4.43,14.7
2019-08-28,1,20.4,2019,8,35,5.7,14.7
2019-08-29,1,18.42,2019,8,35,3.72,14.7
2019-08-30,1,13,2019,8,35,-1.7,14.7
2019-08-31,1,12.6,2019,8,36,-1.01,13.61
2019-09-01,1,15.9,2019,9,36,2.29,13.61
2019-09-02,1,10.79,2019,9,36,-2.82,13.61
2019-09-03,1,13.52,2019,9,36,-0.09,13.61
2019-09-04,1,14.78,2019,9,36,1.17,13.61
2019-09-05,1,12.19,2019,9,36,-1.42,13.61
2019-09-06,1,6.44,2019,9,36,-7.17,13.61
2019-09-07,1,13.09,2019,9,37,-0.5,13.59
2019-09-08,1,11.66,2019,9,37,-1.93,13.59
2019-09-09,1,8.22,2019,9,37,-5.37,13.59
2019-09-10,1,9.48,2019,9,37,-4.11,13.59
2019-09-11,1,11.75,2019,9,37,-1.84,13.59
2019-09-12,1,17.01,2019,9,37,3.42,13.59
2019-09-13,1,17.32,2019,9,37,3.73,13.59
2019-09-14,1,12.8,2019,9,38,0.91,11.89
2019-09-15,1,10.41,2019,9,38,-1.48,11.89
2019-09-16,1,12.87,2019,9,38,0.98,11.89
2019-09-17,1,13.93,2019,9,38,2.04,11.89
2019-09-18,1,7.53,2019,9,38,-4.36,11.89
2019-09-19,1,8.46,2019,9,38,-3.43,11.89
2019-09-20,1,8.49,2019,9,38,-3.4,11.89
2019-09-21,1,10.45,2019,9,39,-1.4,11.85
2019-09-22,1,16.88,2019,9,39,5.03,11.85
2019-09-23,1,15.31,2019,9,39,3.46,11.85
2019-09-24,1,15.34,2019,9,39,3.49,11.85
2019-09-25,1,13.73,2019,9,39,1.88,11.85
2019-09-26,1,14.83,2019,9,39,2.98,11.85
2019-09-27,1,13.95,2019,9,39,2.1,11.85
2019-09-28,1,14.32,2019,9,40,2.86,11.46
2019-09-29,1,14.44,2019,9,40,2.98,11.46
2019-09-30,1,14.01,2019,9,40,2.55,11.46
2019-10-01,1,13.96,2019,10,40,2.5,11.46
2019-10-02,1,13.3,2019,10,40,1.84,11.46
2019-10-03,1,7.94,2019,10,40,-3.52,11.46
2019-10-04,1,9.63,2019,10,40,-1.83,11.46
2019-10-05,1,11.88,2019,10,41,1.7,10.18
2019-10-06,1,10.65,2019,10,41,0.47,10.18
2019-10-07,1,11.01,2019,10,41,0.83,10.18
2019-10-08,1,11.99,2019,10,41,1.81,10.18
2019-10-09,1,11.95,2019,10,41,1.77,10.18
2019-10-10,1,10.51,2019,10,41,0.33,10.18
2019-10-11,1,12,2019,10,41,1.82,10.18
2019-10-12,1,15.27,2019,10,42,4.34,10.93
2019-10-13,1,15.24,2019,10,42,4.31,10.93
2019-10-14,1,13.58,2019,10,42,2.65,10.93
2019-10-15,1,17.34,2019,10,42,6.41,10.93
2019-10-16,1,11.57,2019,10,42,0.64,10.93
2019-10-17,1,13.45,2019,10,42,2.52,10.93
2019-10-18,1,13.61,2019,10,42,2.68,10.93
2019-10-19,1,11.81,2019,10,43,1.25,10.56
2019-10-20,1,10.27,2019,10,43,-0.29,10.56
2019-10-21,1,10.59,2019,10,43,0.03,10.56
2019-10-22,1,12.25,2019,10,43,1.69,10.56
2019-10-23,1,10.55,2019,10,43,-0.01,10.56
2019-10-24,1,13.61,2019,10,43,3.05,10.56
2019-10-25,1,12.76,2019,10,43,2.2,10.56
2019-10-26,1,14.54,2019,10,44,5.9,8.64
2019-10-27,1,14.14,2019,10,44,5.5,8.64
2019-10-28,1,3.59,2019,10,44,-5.05,8.64
2019-10-29,1,7.09,2019,10,44,-1.55,8.64
2019-10-30,1,3.91,2019,10,44,-4.73,8.64
2019-10-31,1,1.7,2019,10,44,-6.94,8.64
2019-11-01,1,5.6,2019,11,44,-3.04,8.64
2019-11-02,1,14.9,2019,11,45,6.6,8.3
2019-11-03,1,10.66,2019,11,45,2.36,8.3
2019-11-04,1,10.22,2019,11,45,1.92,8.3
2019-11-05,1,8.89,2019,11,45,0.59,8.3
2019-11-06,1,7.46,2019,11,45,-0.84,8.3
2019-11-07,1,7.16,2019,11,45,-1.14,8.3
2019-11-08,1,4.35,2019,11,45,-3.95,8.3
2019-11-09,1,4.34,2019,11,46,-2.44,6.78
2019-11-10,1,1.63,2019,11,46,-5.15,6.78
2019-11-11,1,3.51,2019,11,46,-3.27,6.78
2019-11-12,1,4.5,2019,11,46,-2.28,6.78
2019-11-13,1,4.74,2019,11,46,-2.04,6.78
2019-11-14,1,5.01,2019,11,46,-1.77,6.78
2019-11-15,1,4.03,2019,11,46,-2.75,6.78
2019-11-16,1,2.12,2019,11,47,-2.8,4.92
2019-11-17,1,5.48,2019,11,47,0.56,4.92
2019-11-18,1,3.58,2019,11,47,-1.34,4.92
2019-11-19,1,4.25,2019,11,47,-0.67,4.92
2019-11-20,1,-0.65,2019,11,47,-5.57,4.92
2019-11-21,1,-1.19,2019,11,47,-6.11,4.92
2019-11-22,1,5.09,2019,11,47,0.17,4.92
2019-11-23,1,7.68,2019,11,48,2.53,5.15
2019-11-24,1,4.47,2019,11,48,-0.68,5.15
2019-11-25,1,7.03,2019,11,48,1.88,5.15
2019-11-26,1,9.42,2019,11,48,4.27,5.15
2019-11-27,1,11.08,2019,11,48,5.93,5.15
2019-11-28,1,10.11,2019,11,48,4.96,5.15
2019-11-29,1,8.36,2019,11,48,3.21,5.15
2019-11-30,1,0.96,2019,11,49,-3.21,4.17
2019-12-01,1,0.84,2019,12,49,-3.33,4.17
2019-12-02,1,-1.7,2019,12,49,-5.87,4.17
2019-12-03,1,3.38,2019,12,49,-0.79,4.17
2019-12-04,1,1.33,2019,12,49,-2.84,4.17
2019-12-05,1,-0.99,2019,12,49,-5.16,4.17
2019-12-06,1,0.42,2019,12,49,-3.75,4.17
2019-12-07,1,9.24,2019,12,50,4.65,4.59
2019-12-08,1,8.76,2019,12,50,4.17,4.59
2019-12-09,1,7.18,2019,12,50,2.59,4.59
2019-12-10,1,4.04,2019,12,50,-0.55,4.59
2019-12-11,1,6.33,2019,12,50,1.74,4.59
2019-12-12,1,4.81,2019,12,50,0.22,4.59
2019-12-13,1,3.7,2019,12,50,-0.89,4.59
2019-12-14,1,5.58,2019,12,51,-0.54,6.12
2019-12-15,1,7.14,2019,12,51,1.02,6.12
2019-12-16,1,5.86,2019,12,51,-0.26,6.12
2019-12-17,1,9,2019,12,51,2.88,6.12
2019-12-18,1,7.66,2019,12,51,1.54,6.12
2019-12-19,1,9.56,2019,12,51,3.44,6.12
2019-12-20,1,12.97,2019,12,51,6.85,6.12
2019-12-21,1,7.47,2019,12,52,1.98,5.49
2019-12-22,1,8.04,2019,12,52,2.55,5.49
2019-12-23,1,7.06,2019,12,52,1.57,5.49
2019-12-24,1,7.42,2019,12,52,1.93,5.49
2019-12-25,1,9.4,2019,12,52,3.91,5.49
2019-12-26,1,1.42,2019,12,52,-4.07,5.49
2019-12-27,1,7.84,2019,12,52,2.35,5.49
2019-12-28,1,5.51,2019,12,52,0.02,5.49
2019-12-29,1,-0.25,2019,12,52,-5.74,5.49
2019-12-30,1,3.12,2019,12,52,-2.37,5.49
2019-12-31,1,2.08,2019,12,52,-3.41,5.49
2020-01-01,1,2.78,2020,1,52,-2.71,5.49
2020-01-02,1,1.33,2020,1,52,-4.16,5.49
2020-01-03,1,8.47,2020,1,52,2.98,5.49
2020-01-04,1,3.54,2020,1,1,-1.77,5.31
2020-01-05,1,6.09,2020,1,1,0.78,5.31
2020-01-06,1,6.37,2020,1,1,1.06,5.31
2020-01-07,1,5.47,2020,1,1,0.16,5.31
2020-01-08,1,8.3,2020,1,1,2.99,5.31
2020-01-09,1,10.86,2020,1,1,5.55,5.31
2020-01-10,1,9.74,2020,1,1,4.43,5.31
2020-01-11,1,4.01,2020,1,2,-1.4,5.41
2020-01-12,1,4.29,2020,1,2,-1.12,5.41
2020-01-13,1,6.78,2020,1,2,1.37,5.41
2020-01-14,1,9.93,2020,1,2,4.52,5.41
2020-01-15,1,10.75,2020,1,2,5.34,5.41
2020-01-16,1,5.3,2020,1,2,-0.11,5.41
2020-01-17,1,9.36,2020,1,2,3.95,5.41
2020-01-18,1,4.42,2020,1,3,2.81,1.61
2020-01-19,1,0.97,2020,1,3,-0.64,1.61
2020-01-20,1,1.03,2020,1,3,-0.58,1.61
2020-01-21,1,1.81,2020,1,3,0.2,1.61
2020-01-22,1,-1.59,2020,1,3,-3.2,1.61
2020-01-23,1,3.21,2020,1,3,1.6,1.61
2020-01-24,1,1.46,2020,1,3,-0.15,1.61
2020-01-25,1,-1.22,2020,1,4,-3.43,2.21
2020-01-26,1,2.65,2020,1,4,0.44,2.21
2020-01-27,1,7.65,2020,1,4,5.44,2.21
2020-01-28,1,7.01,2020,1,4,4.8,2.21
2020-01-29,1,3.2,2020,1,4,0.99,2.21
2020-01-30,1,5.89,2020,1,4,3.68,2.21
2020-01-31,1,11.92,2020,1,4,9.71,2.21
2020-02-01,1,11.52,2020,2,5,8.06,3.46
2020-02-02,1,7.68,2020,2,5,4.22,3.46
2020-02-03,1,10.69,2020,2,5,7.23,3.46
2020-02-04,1,5.75,2020,2,5,2.29,3.46
2020-02-05,1,4.06,2020,2,5,0.6,3.46
2020-02-06,1,3.91,2020,2,5,0.45,3.46
2020-02-07,1,0.53,2020,2,5,-2.93,3.46
2020-02-08,1,5.59,2020,2,6,2.82,2.77
2020-02-09,1,7.26,2020,2,6,4.49,2.77
2020-02-10,1,10.39,2020,2,6,7.62,2.77
2020-02-11,1,5.36,2020,2,6,2.59,2.77
2020-02-12,1,4.25,2020,2,6,1.48,2.77
2020-02-13,1,3.79,2020,2,6,1.02,2.77
2020-02-14,1,6.57,2020,2,6,3.8,2.77
2020-02-15,1,7.51,2020,2,7,4.46,3.05
2020-02-16,1,12.55,2020,2,7,9.5,3.05
2020-02-17,1,8.27,2020,2,7,5.22,3.05
2020-02-18,1,7.05,2020,2,7,4,3.05
2020-02-19,1,6.2,2020,2,7,3.15,3.05
2020-02-20,1,7.07,2020,2,7,4.02,3.05
2020-02-21,1,3.98,2020,2,7,0.93,3.05
2020-02-22,1,6.63,2020,2,8,2.7,3.93
2020-02-23,1,9.46,2020,2,8,5.53,3.93
2020-02-24,1,4.82,2020,2,8,0.89,3.93
2020-02-25,1,10.32,2020,2,8,6.39,3.93
2020-02-26,1,3.42,2020,2,8,-0.51,3.93
2020-02-27,1,2.56,2020,2,8,-1.37,3.93
2020-02-28,1,1.76,2020,2,8,-2.17,3.93
2020-02-29,1,9.01,2020,2,9,5.68,3.33
2020-03-01,1,5.28,2020,3,9,1.95,3.33
2020-03-02,1,4,2020,3,9,0.67,3.33
2020-03-03,1,3.11,2020,3,9,-0.22,3.33
2020-03-04,1,4.5,2020,3,9,1.17,3.33
2020-03-05,1,5.21,2020,3,9,1.88,3.33
2020-03-06,1,5.39,2020,3,9,2.06,3.33
2020-03-07,1,4.65,2020,3,10,-0.59,5.24
2020-03-08,1,8,2020,3,10,2.76,5.24
2020-03-09,1,6.46,2020,3,10,1.22,5.24
2020-03-10,1,6.51,2020,3,10,1.27,5.24
2020-03-11,1,12.11,2020,3,10,6.87,5.24
2020-03-12,1,12.83,2020,3,10,7.59,5.24
2020-03-13,1,5.64,2020,3,10,0.4,5.24
2020-03-14,1,3.99,2020,3,11,-1.57,5.56
2020-03-15,1,7.54,2020,3,11,1.98,5.56
2020-03-16,1,7.44,2020,3,11,1.88,5.56
2020-03-17,1,6.18,2020,3,11,0.62,5.56
2020-03-18,1,6.73,2020,3,11,1.17,5.56
2020-03-19,1,6.16,2020,3,11,0.6,5.56
2020-03-20,1,8.5,2020,3,11,2.94,5.56
2020-03-21,1,4.19,2020,3,12,-0.21,4.4
2020-03-22,1,3.03,2020,3,12,-1.37,4.4
2020-03-23,1,3.25,2020,3,12,-1.15,4.4
2020-03-24,1,1.88,2020,3,12,-2.52,4.4
2020-03-25,1,1.34,2020,3,12,-3.06,4.4
2020-03-26,1,3.92,2020,3,12,-0.48,4.4
2020-03-27,1,3.67,2020,3,12,-0.73,4.4
2020-03-28,1,6.59,2020,3,13,0.26,6.33
2020-03-29,1,4.43,2020,3,13,-1.9,6.33
2020-03-30,1,0.21,2020,3,13,-6.12,6.33
2020-03-31,1,3.28,2020,3,13,-3.05,6.33
2020-04-01,1,1.26,2020,4,13,-5.07,6.33
2020-04-02,1,0.87,2020,4,13,-5.46,6.33
2020-04-03,1,6.57,2020,4,13,0.24,6.33
2020-04-04,1,4.26,2020,4,14,-2.46,6.72
2020-04-05,1,6.37,2020,4,14,-0.35,6.72
2020-04-06,1,13.04,2020,4,14,6.32,6.72
2020-04-07,1,10.12,2020,4,14,3.4,6.72
2020-04-08,1,11.7,2020,4,14,4.98,6.72
2020-04-09,1,11.85,2020,4,14,5.13,6.72
2020-04-10,1,11.24,2020,4,14,4.52,6.72
2020-04-11,1,10.65,2020,4,15,3.24,7.41
2020-04-12,1,10.51,2020,4,15,3.1,7.41
2020-04-13,1,12.49,2020,4,15,5.08,7.41
2020-04-14,1,3.54,2020,4,15,-3.87,7.41
2020-04-15,1,2.55,2020,4,15,-4.86,7.41
2020-04-16,1,7.48,2020,4,15,0.07,7.41
2020-04-17,1,11.27,2020,4,15,3.86,7.41
2020-04-18,1,12.02,2020,4,16,3.83,8.19
2020-04-19,1,8.6,2020,4,16,0.41,8.19
2020-04-20,1,10.37,2020,4,16,2.18,8.19
2020-04-21,1,11.09,2020,4,16,2.9,8.19
2020-04-22,1,11.51,2020,4,16,3.32,8.19
2020-04-23,1,11.11,2020,4,16,2.92,8.19
2020-04-24,1,9.53,2020,4,16,1.34,8.19
2020-04-25,1,7.3,2020,4,17,-1.11,8.41
2020-04-26,1,6.06,2020,4,17,-2.35,8.41
2020-04-27,1,6.67,2020,4,17,-1.74,8.41
2020-04-28,1,11.29,2020,4,17,2.88,8.41
2020-04-29,1,10.44,2020,4,17,2.03,8.41
2020-04-30,1,9.01,2020,4,17,0.6,8.41
2020-05-01,1,8.23,2020,5,17,-0.18,8.41
2020-05-02,1,9.14,2020,5,18,0.51,8.63
2020-05-03,1,4.95,2020,5,18,-3.68,8.63
2011-01-01,2,2.31,2011,1,1,-3.41,5.72
2011-01-02,2,1.16,2011,1,1,-4.56,5.72
2011-01-03,2,0.52,2011,1,1,-5.2,5.72
2011-01-04,2,0,2011,1,1,-5.72,5.72
2011-01-05,2,-0.64,2011,1,1,-6.36,5.72
2011-01-06,2,4.51,2011,1,1,-1.21,5.72
2011-01-07,2,4.2,2011,1,1,-1.52,5.72
2011-01-08,2,9.64,2011,1,2,3.91,5.73
2011-01-09,2,6.11,2011,1,2,0.38,5.73
2011-01-10,2,0.36,2011,1,2,-5.37,5.73
2011-01-11,2,1.21,2011,1,2,-4.52,5.73
2011-01-12,2,4.98,2011,1,2,-0.75,5.73
2011-01-13,2,10.62,2011,1,2,4.89,5.73
2011-01-14,2,12.22,2011,1,2,6.49,5.73
2011-01-15,2,8.77,2011,1,3,6.75,2.02
2011-01-16,2,8.69,2011,1,3,6.67,2.02
2011-01-17,2,7.33,2011,1,3,5.31,2.02
2011-01-18,2,7.9,2011,1,3,5.88,2.02
2011-01-19,2,4.29,2011,1,3,2.27,2.02
2011-01-20,2,2.12,2011,1,3,0.1,2.02
2011-01-21,2,0.2,2011,1,3,-1.82,2.02
2011-01-22,2,2.77,2011,1,4,0.23,2.54
2011-01-23,2,3.78,2011,1,4,1.24,2.54
2011-01-24,2,4.89,2011,1,4,2.35,2.54
2011-01-25,2,3.61,2011,1,4,1.07,2.54
2011-01-26,2,3.47,2011,1,4,0.93,2.54
2011-01-27,2,0.82,2011,1,4,-1.72,2.54
2011-01-28,2,-1.72,2011,1,4,-4.26,2.54
2011-01-29,2,-2.11,2011,1,5,-5.9,3.79
2011-01-30,2,-2.82,2011,1,5,-6.61,3.79
2011-01-31,2,-1.74,2011,1,5,-5.53,3.79
2011-02-01,2,-3.33,2011,2,5,-7.12,3.79
2011-02-02,2,1.62,2011,2,5,-2.17,3.79
2011-02-03,2,4.09,2011,2,5,0.3,3.79
2011-02-04,2,5.61,2011,2,5,1.82,3.79
2011-02-05,2,10.59,2011,2,6,7.46,3.13
2011-02-06,2,10.73,2011,2,6,7.6,3.13
2011-02-07,2,8.53,2011,2,6,5.4,3.13
2011-02-08,2,7.82,2011,2,6,4.69,3.13
2011-02-09,2,0.85,2011,2,6,-2.28,3.13
2011-02-10,2,4.93,2011,2,6,1.8,3.13
2011-02-11,2,10.72,2011,2,6,7.59,3.13
2011-02-12,2,9.16,2011,2,7,5.8,3.36
2011-02-13,2,5.09,2011,2,7,1.73,3.36
2011-02-14,2,6.52,2011,2,7,3.16,3.36
2011-02-15,2,3.87,2011,2,7,0.51,3.36
2011-02-16,2,6.47,2011,2,7,3.11,3.36
2011-02-17,2,3.26,2011,2,7,-0.1,3.36
2011-02-18,2,1.61,2011,2,7,-1.75,3.36
2011-02-19,2,2.28,2011,2,8,-1.92,4.2
2011-02-20,2,3.81,2011,2,8,-0.39,4.2
2011-02-21,2,1.48,2011,2,8,-2.72,4.2
2011-02-22,2,-0.38,2011,2,8,-4.58,4.2
2011-02-23,2,-1.03,2011,2,8,-5.23,4.2
2011-02-24,2,2.67,2011,2,8,-1.53,4.2
2011-02-25,2,7.4,2011,2,8,3.2,4.2
2011-02-26,2,8.23,2011,2,9,4.6,3.63
2011-02-27,2,6.34,2011,2,9,2.71,3.63
2011-02-28,2,4.66,2011,2,9,1.03,3.63
2011-03-01,2,3.44,2011,3,9,-0.19,3.63
2011-03-02,2,2.78,2011,3,9,-0.85,3.63
2011-03-03,2,0.84,2011,3,9,-2.79,3.63
2011-03-04,2,0.55,2011,3,9,-3.08,3.63
2011-03-05,2,0.03,2011,3,10,-5.4,5.43
2011-03-06,2,2.21,2011,3,10,-3.22,5.43
2011-03-07,2,0.13,2011,3,10,-5.3,5.43
2011-03-08,2,0.07,2011,3,10,-5.36,5.43
2011-03-09,2,6.79,2011,3,10,1.36,5.43
2011-03-10,2,5.18,2011,3,10,-0.25,5.43
2011-03-11,2,8.64,2011,3,10,3.21,5.43
2011-03-12,2,4.92,2011,3,11,-0.95,5.87
2011-03-13,2,9.49,2011,3,11,3.62,5.87
2011-03-14,2,9.22,2011,3,11,3.35,5.87
2011-03-15,2,8.46,2011,3,11,2.59,5.87
2011-03-16,2,9.48,2011,3,11,3.61,5.87
2011-03-17,2,5.67,2011,3,11,-0.2,5.87
2011-03-18,2,4.97,2011,3,11,-0.9,5.87
2011-03-19,2,5.43,2011,3,12,0.69,4.74
2011-03-20,2,0.65,2011,3,12,-4.09,4.74
2011-03-21,2,1.93,2011,3,12,-2.81,4.74
2011-03-22,2,3.61,2011,3,12,-1.13,4.74
2011-03-23,2,6.4,2011,3,12,1.66,4.74
2011-03-24,2,7.1,2011,3,12,2.36,4.74
2011-03-25,2,7.4,2011,3,12,2.66,4.74
2011-03-26,2,7.01,2011,3,13,0.53,6.48
2011-03-27,2,6.32,2011,3,13,-0.16,6.48
2011-03-28,2,5.53,2011,3,13,-0.95,6.48
2011-03-29,2,3.37,2011,3,13,-3.11,6.48
2011-03-30,2,6.32,2011,3,13,-0.16,6.48
2011-03-31,2,10.3,2011,3,13,3.82,6.48
2011-04-01,2,12.32,2011,4,13,5.84,6.48
2011-04-02,2,11.26,2011,4,14,4.33,6.93
2011-04-03,2,12.17,2011,4,14,5.24,6.93
2011-04-04,2,8.98,2011,4,14,2.05,6.93
2011-04-05,2,7.07,2011,4,14,0.14,6.93
2011-04-06,2,11.29,2011,4,14,4.36,6.93
2011-04-07,2,14.35,2011,4,14,7.42,6.93
2011-04-08,2,10.35,2011,4,14,3.42,6.93
2011-04-09,2,6.67,2011,4,15,-0.92,7.59
2011-04-10,2,8.68,2011,4,15,1.09,7.59
2011-04-11,2,9.4,2011,4,15,1.81,7.59
2011-04-12,2,9.52,2011,4,15,1.93,7.59
2011-04-13,2,4.74,2011,4,15,-2.85,7.59
2011-04-14,2,6.59,2011,4,15,-1,7.59
2011-04-15,2,8.52,2011,4,15,0.93,7.59
